IP Address,Occurrences
250.36.162.154,1
94.106.62.235,1
124.80.2.144,1
93.88.234.76,1
75.147.209.114,1
180.105.140.218,1
110.57.146.222,1
47.68.74.5,1
91.236.17.149,1
86.46.234.33,1
202.119.74.52,1
15.237.14.125,1
103.14.149.225,1
226.156.149.146,1
130.177.23.133,1
240.183.137.222,1
26.194.20.69,1
233.242.97.3,1
45.138.26.62,1
198.211.188.17,1
244.180.49.250,1
189.105.132.118,1
129.244.89.248,1
90.195.222.124,1
235.172.93.222,1
27.119.195.241,1
74.120.137.229,1
64.114.74.148,1
239.104.24.6,1
70.33.100.75,1
253.41.199.185,1
250.201.115.224,1
210.6.26.213,1
208.190.210.169,1
33.101.255.213,1
126.70.138.57,1
51.167.0.219,1
12.201.157.188,1
236.196.12.66,1
235.177.136.53,1
183.50.91.195,1
232.37.148.130,1
173.212.18.45,1
169.101.115.4,1
239.17.40.70,1
183.174.58.184,1
227.156.193.161,1
97.252.88.26,1
104.201.158.118,1
52.46.209.35,1
26.123.52.11,1
95.189.106.71,1
16.8.93.205,1
20.54.150.141,1
116.39.229.19,1
192.25.36.128,1
215.89.55.64,1
132.159.45.111,1
126.140.26.59,1
180.165.226.109,1
226.125.116.152,1
25.252.115.8,1
21.68.150.229,1
113.74.124.7,1
30.125.130.182,1
131.77.221.193,1
241.174.166.174,1
254.83.102.116,1
182.171.176.236,1
231.77.153.1,1
110.60.206.194,1
189.114.173.214,1
26.90.70.177,1
151.214.185.234,1
114.41.210.240,1
188.242.120.242,1
110.166.153.102,1
169.240.105.82,1
102.37.205.22,1
71.23.108.108,1
181.11.67.227,1
234.28.152.46,1
253.80.30.217,1
249.122.233.214,1
157.191.132.28,1
99.32.1.2,1
192.175.48.34,1
204.50.159.237,1
148.11.177.186,1
111.55.136.135,1
234.1.60.174,1
117.198.180.36,1
109.219.8.82,1
228.109.114.210,1
64.235.236.163,1
96.170.16.191,1
142.187.238.225,1
127.165.187.44,1
33.90.18.16,1
209.11.61.75,1
118.222.152.143,1
223.51.32.48,1
249.132.9.36,1
194.5.178.222,1
184.158.43.233,1
123.17.248.54,1
52.162.24.150,1
189.240.50.162,1
142.115.221.228,1
114.229.21.183,1
233.237.70.25,1
188.208.185.50,1
225.1.35.91,1
32.251.233.201,1
164.153.25.113,1
121.217.16.97,1
134.38.151.253,1
104.121.41.238,1
42.164.102.28,1
103.149.150.147,1
234.203.113.72,1
173.131.92.1,1
151.144.13.42,1
232.55.242.182,1
230.130.207.255,1
191.100.255.146,1
104.7.20.65,1
122.222.246.107,1
72.31.151.51,1
112.243.230.51,1
46.162.193.120,1
30.108.132.14,1
109.2.232.142,1
81.117.240.112,1
173.130.73.242,1
134.46.63.153,1
81.75.173.61,1
170.117.86.5,1
98.172.186.151,1
42.149.10.144,1
111.203.163.158,1
143.144.158.17,1
75.59.89.208,1
123.236.195.199,1
50.61.169.61,1
237.193.254.2,1
36.11.191.30,1
148.6.128.99,1
97.158.61.7,1
104.195.160.197,1
39.231.26.122,1
137.64.13.71,1
88.192.224.209,1
196.10.165.92,1
186.211.206.183,1
204.178.97.206,1
164.185.105.15,1
198.171.103.79,1
193.147.234.88,1
91.173.45.129,1
223.32.162.182,1
172.200.52.176,1
43.98.11.106,1
152.67.8.217,1
92.176.82.124,1
184.204.238.182,1
81.124.126.206,1
246.40.74.165,1
118.225.217.72,1
249.145.81.164,1
189.62.23.21,1
139.172.213.10,1
161.217.61.16,1
59.29.13.75,1
32.45.66.94,1
76.112.212.97,1
241.108.63.229,1
142.153.112.134,1
226.121.57.249,1
15.94.198.167,1
121.78.223.13,1
48.55.148.251,1
182.197.193.81,1
195.45.56.4,1
17.66.119.78,1
200.69.248.69,1
25.71.187.88,1
73.104.93.61,1
96.107.138.16,1
214.248.252.33,1
98.182.170.250,1
24.62.147.87,1
57.212.237.91,1
161.171.173.160,1
10.165.76.76,1
176.90.147.111,1
42.132.108.190,1
214.81.121.252,1
245.207.13.220,1
215.174.235.221,1
192.219.179.24,1
253.125.66.77,1
43.135.5.153,1
198.94.207.241,1
20.219.249.202,1
255.117.212.215,1
100.40.252.122,1
110.137.228.154,1
126.198.60.185,1
226.33.47.242,1
218.155.84.154,1
93.218.96.185,1
36.232.120.79,1
245.92.13.3,1
18.19.143.156,1
239.48.169.234,1
236.14.88.96,1
46.48.203.218,1
177.164.63.91,1
15.85.50.63,1
10.176.176.249,1
217.238.89.98,1
108.244.239.47,1
139.244.204.169,1
80.34.184.188,1
52.235.4.202,1
45.214.16.32,1
148.146.120.77,1
224.158.146.232,1
102.88.195.239,1
132.86.238.4,1
92.5.19.87,1
187.117.246.94,1
235.125.232.85,1
225.53.12.145,1
43.197.49.134,1
30.209.60.163,1
231.91.193.200,1
56.176.19.47,1
59.174.49.128,1
219.214.177.145,1
34.106.27.155,1
19.31.123.52,1
68.11.80.66,1
130.166.65.42,1
230.109.154.162,1
226.20.37.75,1
139.100.84.90,1
59.254.226.114,1
46.116.129.71,1
226.202.163.254,1
112.49.141.37,1
144.243.29.147,1
98.66.121.129,1
141.166.70.247,1
234.249.133.195,1
182.247.80.115,1
179.229.10.208,1
105.195.210.105,1
78.157.118.34,1
222.208.193.197,1
67.212.32.238,1
134.155.205.135,1
112.204.146.214,1
172.176.175.205,1
236.251.185.82,1
61.57.70.217,1
245.56.211.9,1
201.33.21.198,1
57.232.198.227,1
62.57.174.239,1
181.119.201.206,1
159.13.9.73,1
194.126.107.167,1
102.188.210.95,1
147.171.51.116,1
60.177.101.80,1
11.174.46.200,1
95.17.88.221,1
217.197.216.176,1
215.138.84.136,1
200.23.136.221,1
233.35.1.164,1
156.46.160.89,1
229.254.117.169,1
195.155.26.33,1
176.147.137.61,1
107.192.167.205,1
108.136.168.112,1
154.229.181.111,1
110.8.39.179,1
68.187.81.234,1
53.145.87.50,1
120.196.23.170,1
112.105.58.228,1
211.246.79.51,1
41.233.157.3,1
17.185.169.208,1
116.204.116.211,1
59.100.207.76,1
112.37.164.114,1
81.66.157.188,1
91.67.179.232,1
246.31.46.237,1
245.229.20.79,1
191.22.205.26,1
182.42.193.30,1
25.13.230.15,1
210.116.61.51,1
116.210.105.140,1
57.7.222.34,1
121.197.140.242,1
192.131.3.55,1
143.137.11.121,1
74.43.238.138,1
64.204.71.66,1
176.117.242.191,1
55.139.164.8,1
155.6.45.206,1
166.227.27.127,1
213.187.172.241,1
21.216.220.162,1
232.186.245.238,1
24.58.54.74,1
159.160.173.0,1
111.176.209.64,1
206.208.248.91,1
192.247.89.18,1
82.93.126.168,1
31.70.186.147,1
227.97.149.208,1
155.129.207.109,1
252.29.82.2,1
53.20.109.182,1
106.83.51.236,1
146.122.35.191,1
144.79.12.89,1
154.127.246.73,1
43.17.170.58,1
33.5.185.43,1
143.203.201.52,1
107.176.96.114,1
217.8.126.236,1
201.32.82.131,1
134.28.139.1,1
170.103.85.166,1
176.56.205.250,1
214.21.237.59,1
209.72.24.5,1
79.166.88.251,1
103.64.95.74,1
28.177.67.248,1
54.97.109.6,1
53.194.223.163,1
85.43.181.141,1
250.112.249.120,1
139.209.61.61,1
177.127.115.240,1
210.243.25.208,1
149.114.138.49,1
111.155.177.39,1
46.172.180.93,1
88.4.243.143,1
55.13.22.195,1
252.125.97.158,1
95.45.204.216,1
85.203.59.163,1
131.152.128.226,1
25.184.222.2,1
24.73.13.42,1
88.204.252.86,1
231.191.193.45,1
234.235.82.235,1
102.174.78.139,1
128.21.164.160,1
252.39.219.82,1
208.1.71.75,1
63.207.76.112,1
138.37.217.44,1
145.205.241.254,1
216.77.66.60,1
39.167.5.213,1
132.14.182.226,1
200.114.3.149,1
144.50.193.107,1
48.131.126.110,1
93.255.90.122,1
128.83.3.158,1
202.34.105.43,1
215.57.174.215,1
96.203.211.238,1
164.57.158.64,1
250.135.201.98,1
52.64.250.115,1
91.219.253.144,1
103.45.26.205,1
101.75.41.232,1
18.250.53.189,1
246.95.245.86,1
107.127.255.110,1
232.231.88.245,1
98.138.27.249,1
127.115.191.211,1
151.89.249.203,1
142.115.22.121,1
83.243.183.248,1
140.80.160.247,1
129.175.14.230,1
199.113.43.25,1
217.95.189.15,1
185.240.41.178,1
156.101.191.23,1
139.243.85.136,1
190.16.0.6,1
41.214.215.214,1
137.199.114.213,1
176.128.28.0,1
230.229.94.227,1
86.141.88.199,1
126.40.225.120,1
16.240.155.184,1
176.47.34.152,1
166.19.118.89,1
90.197.142.73,1
22.130.65.109,1
251.252.76.99,1
147.45.33.89,1
36.87.99.19,1
99.193.139.49,1
13.11.226.96,1
243.59.126.78,1
117.117.187.9,1
152.152.155.189,1
119.245.113.62,1
190.218.26.190,1
19.65.57.87,1
132.104.92.212,1
43.81.235.59,1
98.26.104.224,1
74.31.35.146,1
152.171.138.159,1
183.125.202.110,1
192.108.255.73,1
225.225.41.102,1
72.93.110.187,1
57.62.55.66,1
135.72.208.8,1
180.161.97.54,1
76.237.31.176,1
234.120.118.198,1
140.165.125.175,1
128.150.217.131,1
191.54.31.71,1
75.31.217.255,1
250.201.217.241,1
80.204.209.11,1
203.75.150.96,1
242.6.168.64,1
160.21.169.190,1
67.74.230.74,1
158.14.161.125,1
167.170.135.45,1
215.163.7.217,1
104.5.42.61,1
246.106.173.42,1
192.35.38.108,1
217.110.29.142,1
53.247.91.87,1
239.77.92.128,1
233.44.80.143,1
16.169.115.57,1
75.185.201.241,1
25.65.237.154,1
197.225.81.2,1
128.6.110.229,1
65.19.211.250,1
230.123.75.232,1
207.219.84.244,1
37.78.170.121,1
128.195.226.245,1
193.102.13.185,1
176.95.157.8,1
176.56.226.103,1
168.129.245.3,1
230.105.178.36,1
75.206.249.59,1
105.43.179.186,1
177.155.66.190,1
87.130.184.101,1
110.0.221.17,1
136.52.140.74,1
147.236.99.26,1
219.208.28.106,1
45.15.133.219,1
137.125.153.13,1
213.113.134.45,1
170.172.22.104,1
113.206.120.47,1
233.196.165.130,1
195.28.225.125,1
52.225.223.150,1
124.151.98.69,1
29.18.253.209,1
251.70.236.191,1
167.54.180.255,1
36.166.247.252,1
106.204.121.63,1
170.111.98.129,1
171.203.194.187,1
19.126.211.197,1
27.173.226.113,1
117.244.113.207,1
241.60.142.114,1
247.204.6.119,1
32.132.39.75,1
208.236.19.208,1
95.41.239.242,1
42.10.255.13,1
143.31.236.232,1
168.73.170.237,1
139.125.86.16,1
177.184.251.122,1
140.208.135.19,1
133.56.201.182,1
178.11.113.186,1
102.42.97.109,1
50.210.209.118,1
226.182.187.247,1
111.120.144.0,1
78.4.193.8,1
202.157.83.51,1
206.110.48.195,1
228.135.218.239,1
189.38.91.23,1
176.59.66.165,1
123.173.30.16,1
15.19.37.182,1
190.113.104.153,1
53.45.247.186,1
160.52.106.0,1
229.178.252.123,1
241.111.246.72,1
52.167.222.143,1
177.82.33.124,1
240.95.124.30,1
46.32.230.148,1
180.139.62.121,1
192.124.126.115,1
38.251.191.128,1
84.196.150.237,1
247.44.47.200,1
133.70.101.243,1
239.173.243.241,1
186.153.72.89,1
161.245.109.6,1
126.63.71.109,1
117.131.116.202,1
72.207.108.16,1
99.35.107.197,1
191.180.172.184,1
99.220.124.213,1
122.84.237.50,1
159.175.96.230,1
35.169.159.245,1
204.97.119.59,1
184.118.212.75,1
249.161.228.110,1
201.29.233.51,1
119.195.223.92,1
212.181.227.48,1
144.153.95.126,1
223.151.181.229,1
75.178.53.145,1
196.90.193.52,1
232.122.223.161,1
16.199.251.233,1
149.229.123.222,1
184.30.45.19,1
168.30.111.69,1
214.167.229.28,1
209.251.104.67,1
108.163.173.220,1
71.63.171.247,1
251.151.205.23,1
105.243.103.80,1
255.239.152.93,1
133.57.207.143,1
208.224.109.241,1
228.219.118.31,1
135.129.203.234,1
145.215.169.207,1
243.189.133.216,1
155.61.25.16,1
195.149.17.107,1
152.25.156.249,1
94.249.68.1,1
19.20.57.247,1
143.100.187.54,1
235.171.162.234,1
82.31.178.50,1
96.77.218.254,1
112.158.248.254,1
221.8.191.33,1
201.77.55.44,1
67.161.58.43,1
165.105.46.238,1
107.211.154.91,1
55.211.68.153,1
103.215.50.190,1
31.235.8.116,1
196.206.8.73,1
185.55.175.121,1
193.164.43.214,1
12.156.206.174,1
47.223.38.194,1
106.179.151.9,1
196.11.8.58,1
150.90.106.219,1
177.162.56.173,1
111.198.64.44,1
236.10.192.114,1
100.26.77.59,1
185.202.103.66,1
206.242.53.246,1
142.19.6.134,1
95.131.21.123,1
114.111.59.198,1
189.127.112.30,1
176.151.120.103,1
194.101.120.158,1
33.35.116.181,1
29.237.143.198,1
208.209.195.196,1
137.182.6.64,1
193.99.15.182,1
158.73.244.3,1
150.149.186.2,1
142.74.150.251,1
50.240.41.230,1
210.207.201.221,1
138.92.155.37,1
210.62.141.22,1
62.229.71.252,1
125.143.217.92,1
158.202.89.160,1
14.200.53.157,1
210.58.89.86,1
101.86.242.100,1
200.171.117.145,1
127.12.15.244,1
216.90.220.107,1
52.177.34.105,1
160.102.236.148,1
167.50.51.17,1
244.170.203.62,1
112.232.24.213,1
51.21.250.169,1
249.211.22.246,1
133.109.82.102,1
90.80.5.121,1
180.227.206.52,1
111.37.32.11,1
136.7.156.86,1
180.30.121.70,1
251.216.68.243,1
42.238.245.36,1
24.104.156.239,1
179.218.255.120,1
57.52.113.38,1
119.213.89.7,1
156.219.185.95,1
134.37.66.71,1
152.199.18.237,1
143.157.161.28,1
99.172.54.13,1
85.217.213.248,1
113.124.127.112,1
33.143.117.44,1
128.101.161.248,1
142.20.62.57,1
78.221.157.114,1
98.24.239.128,1
161.12.160.241,1
62.187.37.65,1
127.121.32.204,1
112.26.155.173,1
243.45.20.179,1
202.144.197.213,1
62.70.236.121,1
191.167.35.22,1
194.180.82.144,1
86.199.83.177,1
240.199.13.71,1
83.143.157.194,1
108.70.137.160,1
103.232.71.9,1
193.74.241.119,1
153.98.204.119,1
219.236.220.223,1
241.152.102.229,1
197.180.55.180,1
227.202.131.91,1
95.135.54.225,1
199.91.27.122,1
84.145.213.178,1
25.238.58.26,1
126.129.85.222,1
196.82.5.53,1
84.20.36.68,1
98.91.226.11,1
66.105.174.63,1
24.9.5.7,1
102.87.153.102,1
192.104.46.76,1
99.36.40.88,1
92.55.65.208,1
14.99.80.199,1
87.202.108.50,1
110.122.125.239,1
145.169.26.115,1
44.134.153.36,1
186.128.170.21,1
161.241.153.127,1
153.209.96.157,1
49.114.27.138,1
95.123.246.165,1
47.68.195.83,1
44.128.37.89,1
149.126.52.182,1
68.48.9.193,1
168.217.76.162,1
157.26.8.253,1
30.145.39.25,1
66.84.228.145,1
56.13.88.123,1
65.170.134.214,1
196.222.89.114,1
86.35.31.17,1
86.24.18.218,1
18.123.175.177,1
130.35.48.22,1
216.227.119.44,1
230.246.48.22,1
105.254.57.46,1
174.126.5.118,1
199.131.64.51,1
59.114.137.215,1
220.68.100.148,1
243.12.191.51,1
236.69.253.85,1
91.37.168.188,1
200.216.140.10,1
96.66.190.75,1
215.147.246.162,1
143.200.228.137,1
120.57.221.57,1
96.126.20.23,1
178.148.154.52,1
233.247.151.255,1
173.254.54.80,1
215.78.222.129,1
183.13.60.232,1
103.103.120.99,1
75.176.29.127,1
166.63.116.155,1
17.90.67.42,1
118.239.35.19,1
98.56.240.34,1
239.164.231.79,1
78.231.172.57,1
252.215.105.77,1
42.232.142.137,1
41.71.84.19,1
148.21.87.132,1
241.209.248.213,1
82.58.41.231,1
201.11.181.43,1
128.156.146.170,1
35.223.174.228,1
250.152.71.106,1
242.13.242.243,1
236.75.126.164,1
230.221.1.194,1
84.209.32.178,1
112.33.21.247,1
67.49.120.224,1
150.199.197.201,1
207.185.207.68,1
90.18.155.68,1
210.134.53.217,1
24.96.144.150,1
23.190.196.125,1
196.4.230.174,1
102.219.114.186,1
22.228.199.190,1
238.66.76.26,1
32.47.126.204,1
36.109.107.38,1
27.6.79.37,1
252.150.10.111,1
125.24.177.218,1
180.63.137.86,1
23.143.24.241,1
159.188.59.49,1
77.42.242.250,1
139.86.190.58,1
125.27.230.193,1
19.18.44.144,1
15.239.43.70,1
39.127.187.215,1
120.64.196.13,1
133.91.14.237,1
224.94.139.16,1
139.91.213.145,1
205.129.172.199,1
64.164.0.230,1
76.53.42.172,1
20.236.30.207,1
63.76.251.232,1
52.151.82.29,1
196.156.87.248,1
123.116.190.237,1
166.25.39.224,1
40.201.50.235,1
182.115.144.35,1
56.7.230.192,1
228.251.200.70,1
201.179.48.64,1
40.111.134.103,1
38.203.21.93,1
184.19.122.208,1
47.36.131.86,1
101.178.67.5,1
65.107.152.180,1
107.102.107.237,1
194.187.60.3,1
197.253.46.146,1
161.109.245.123,1
43.36.191.199,1
91.46.44.137,1
35.245.46.35,1
163.21.209.137,1
87.92.80.169,1
152.193.136.228,1
10.146.211.78,1
171.141.14.11,1
173.241.154.45,1
145.165.126.249,1
118.201.83.164,1
116.255.27.146,1
177.132.69.45,1
127.37.212.80,1
175.91.254.207,1
196.49.174.183,1
159.176.152.54,1
23.148.167.34,1
217.154.4.200,1
89.158.150.82,1
38.94.212.109,1
117.153.27.224,1
149.235.160.114,1
235.109.45.242,1
91.249.152.114,1
42.130.31.228,1
184.91.13.226,1
39.107.68.112,1
70.254.25.208,1
218.64.221.177,1
144.143.122.249,1
74.54.184.112,1
71.238.60.191,1
15.30.113.233,1
14.73.32.224,1
147.24.95.59,1
191.221.201.162,1
240.132.199.0,1
248.86.126.148,1
55.89.173.83,1
137.217.116.80,1
129.134.41.152,1
67.254.10.124,1
33.148.103.48,1
25.71.211.192,1
115.93.209.244,1
31.96.177.30,1
79.130.4.173,1
188.197.112.84,1
212.219.80.182,1
240.245.170.65,1
39.221.135.15,1
223.40.115.161,1
229.206.21.56,1
208.240.137.214,1
23.61.122.14,1
197.244.120.15,1
135.65.180.213,1
34.247.100.185,1
88.80.142.19,1
206.77.150.195,1
137.62.134.160,1
103.27.116.204,1
170.28.124.51,1
204.242.39.178,1
86.102.244.172,1
12.202.2.250,1
29.75.181.119,1
64.106.15.73,1
141.242.154.97,1
189.211.171.87,1
164.167.29.42,1
206.197.47.157,1
147.198.112.91,1
50.120.145.104,1
132.76.10.70,1
204.83.90.169,1
231.148.46.129,1
167.173.33.201,1
144.84.10.219,1
117.231.8.215,1
162.115.117.194,1
116.92.230.192,1
216.109.159.53,1
128.124.196.82,1
10.232.130.141,1
126.243.224.56,1
23.89.60.254,1
56.193.72.28,1
181.234.114.85,1
200.157.192.196,1
229.88.138.196,1
187.236.252.91,1
142.144.3.53,1
167.146.28.122,1
170.92.211.16,1
174.103.212.47,1
243.220.7.206,1
124.221.103.141,1
164.120.32.45,1
242.140.192.15,1
214.162.215.190,1
118.7.137.222,1
192.113.233.143,1
193.248.252.112,1
81.91.1.52,1
144.252.40.111,1
108.253.174.197,1
173.178.20.237,1
200.26.86.231,1
114.89.72.204,1
55.29.174.153,1
176.232.192.205,1
223.215.216.75,1
111.84.34.253,1
205.13.11.47,1
233.24.210.123,1
250.206.68.73,1
37.169.235.104,1
73.152.143.151,1
232.229.234.185,1
172.81.148.39,1
154.97.137.150,1
213.176.236.166,1
79.198.197.138,1
174.2.175.97,1
175.43.179.239,1
205.246.160.101,1
106.178.14.209,1
151.125.219.7,1
205.190.179.0,1
26.186.160.73,1
84.73.73.3,1
106.173.147.45,1
61.226.19.51,1
218.66.110.41,1
94.24.7.212,1
43.114.26.213,1
85.20.152.41,1
240.22.29.36,1
164.183.229.180,1
32.17.228.165,1
59.237.193.178,1
71.27.182.86,1
254.57.158.120,1
147.84.135.44,1
124.24.127.204,1
20.68.175.69,1
77.219.40.170,1
183.152.185.73,1
230.185.73.92,1
196.94.232.132,1
119.152.201.22,1
158.154.175.119,1
74.71.211.76,1
57.232.169.6,1
215.42.248.75,1
189.189.181.80,1
46.105.25.28,1
228.35.156.199,1
213.93.43.43,1
98.193.77.98,1
238.70.41.184,1
54.53.185.133,1
48.96.41.25,1
181.161.113.194,1
124.86.192.72,1
191.57.225.92,1
193.238.129.104,1
176.27.252.176,1
58.114.8.53,1
36.217.168.97,1
52.83.173.17,1
142.213.63.90,1
124.65.101.20,1
40.4.187.180,1
82.12.163.228,1
113.192.152.197,1
162.138.196.87,1
231.76.241.185,1
223.8.43.230,1
163.208.248.112,1
146.46.233.194,1
166.28.194.69,1
117.213.26.39,1
42.68.232.100,1
99.0.203.48,1
61.41.208.165,1
173.26.65.33,1
160.167.224.123,1
14.5.206.85,1
22.155.34.113,1
188.199.249.238,1
53.123.104.34,1
141.169.241.169,1
31.136.75.234,1
59.140.225.213,1
86.241.246.238,1
73.247.176.11,1
104.95.136.252,1
250.33.85.109,1
12.58.232.6,1
30.57.19.237,1
211.15.224.193,1
136.182.24.178,1
190.170.137.113,1
117.115.88.100,1
85.127.99.12,1
239.96.77.37,1
166.38.209.201,1
139.130.102.239,1
89.187.86.213,1
181.183.113.60,1
162.123.155.40,1
142.111.16.233,1
202.57.181.132,1
255.150.203.103,1
31.212.42.66,1
14.23.68.103,1
112.54.52.188,1
93.107.203.239,1
83.4.47.207,1
137.102.167.1,1
116.215.0.99,1
185.198.72.188,1
210.232.196.171,1
81.234.138.41,1
119.235.42.73,1
242.178.31.38,1
227.167.47.98,1
171.250.107.96,1
172.29.112.23,1
86.185.212.104,1
30.178.71.150,1
167.240.44.244,1
179.188.128.232,1
165.133.100.172,1
253.81.178.185,1
110.110.9.103,1
128.147.54.131,1
154.117.23.242,1
157.62.24.135,1
158.65.155.34,1
181.152.196.64,1
39.199.224.0,1
185.23.207.239,1
110.45.131.157,1
17.169.128.195,1
172.70.12.172,1
194.134.94.60,1
42.211.187.4,1
22.130.91.26,1
114.25.29.72,1
161.168.32.2,1
99.125.209.115,1
17.148.106.95,1
26.134.99.173,1
225.56.90.160,1
96.173.168.146,1
61.140.56.30,1
34.212.41.124,1
232.189.209.221,1
255.102.246.84,1
135.193.231.158,1
213.82.126.22,1
210.86.1.249,1
68.38.44.84,1
124.32.92.204,1
226.89.39.152,1
113.155.158.13,1
163.165.1.28,1
164.213.165.166,1
52.144.238.227,1
166.72.10.30,1
141.175.19.217,1
64.158.83.141,1
40.171.37.193,1
133.141.54.106,1
120.137.253.195,1
194.86.69.170,1
158.79.75.220,1
35.232.223.206,1
235.155.170.249,1
127.64.139.57,1
155.221.240.139,1
91.84.110.184,1
157.50.247.203,1
209.2.254.87,1
40.227.188.93,1
43.145.108.119,1
143.110.209.119,1
163.13.43.184,1
223.242.201.69,1
77.17.232.28,1
237.36.238.143,1
147.190.134.245,1
22.205.130.22,1
231.131.79.122,1
132.58.189.98,1
34.112.135.140,1
41.177.61.123,1
137.236.105.121,1
255.253.235.121,1
32.28.252.174,1
182.158.121.227,1
68.96.182.189,1
101.55.7.248,1
212.232.15.100,1
134.100.164.121,1
32.227.68.19,1
45.240.52.57,1
89.163.84.240,1
42.20.88.30,1
178.145.203.221,1
153.75.132.111,1
174.179.165.29,1
109.3.115.84,1
51.141.143.78,1
218.167.161.62,1
177.182.194.59,1
148.200.125.158,1
27.129.61.235,1
226.11.178.123,1
91.207.37.225,1
127.142.155.202,1
199.3.164.139,1
116.129.149.116,1
152.181.167.207,1
11.35.152.3,1
24.117.79.46,1
97.92.58.10,1
139.74.84.212,1
49.182.216.43,1
11.242.142.1,1
253.247.23.48,1
70.24.52.31,1
91.240.237.89,1
247.247.136.16,1
135.180.61.21,1
247.65.245.163,1
211.25.211.187,1
176.174.124.131,1
115.88.45.109,1
98.115.225.215,1
68.141.210.33,1
187.179.150.203,1
242.108.67.204,1
237.179.235.177,1
200.76.206.75,1
251.183.179.39,1
141.66.55.191,1
177.56.121.52,1
147.107.159.247,1
170.16.30.161,1
174.250.49.243,1
172.227.179.199,1
250.18.63.145,1
211.252.149.136,1
125.104.26.137,1
181.225.186.170,1
202.39.62.88,1
87.150.165.16,1
19.186.177.163,1
243.109.15.224,1
131.17.103.250,1
202.127.112.160,1
160.245.162.216,1
65.226.229.166,1
48.191.216.210,1
135.119.241.7,1
191.183.212.218,1
227.247.103.142,1
77.121.196.202,1
188.62.148.113,1
54.235.111.114,1
169.104.65.44,1
13.198.225.144,1
104.95.89.27,1
231.11.207.113,1
254.240.170.177,1
40.225.56.212,1
86.53.173.41,1
212.26.183.31,1
127.36.224.8,1
243.83.78.134,1
218.1.121.198,1
138.78.215.131,1
184.195.160.10,1
235.135.17.161,1
156.251.105.166,1
158.101.217.157,1
107.210.146.225,1
185.172.132.192,1
254.126.16.246,1
159.47.96.184,1
73.108.33.82,1
76.24.26.3,1
154.107.182.113,1
155.106.71.199,1
91.117.154.129,1
161.174.233.47,1
223.34.49.116,1
87.248.22.194,1
184.53.133.67,1
97.37.34.63,1
211.133.156.133,1
131.71.164.174,1
82.168.86.150,1
97.206.107.157,1
49.68.185.117,1
99.78.189.194,1
84.249.71.170,1
182.11.128.22,1
208.99.156.94,1
255.224.163.209,1
100.53.42.121,1
73.241.196.121,1
214.55.96.138,1
93.163.89.65,1
163.130.86.150,1
155.61.134.147,1
31.175.118.81,1
115.8.166.240,1
188.131.193.154,1
149.243.183.3,1
150.69.222.72,1
35.131.79.252,1
239.168.236.10,1
243.35.27.58,1
46.213.39.22,1
251.232.18.240,1
164.138.55.31,1
196.170.36.10,1
54.211.140.35,1
171.232.213.73,1
131.255.127.72,1
116.8.66.68,1
252.120.234.141,1
184.154.35.161,1
75.225.38.241,1
213.238.37.179,1
230.66.13.191,1
60.93.86.213,1
64.120.213.105,1
24.19.117.94,1
254.88.252.119,1
129.233.205.113,1
235.114.219.83,1
12.90.80.94,1
137.180.191.141,1
105.154.70.11,1
196.191.189.238,1
231.33.203.210,1
41.255.210.148,1
247.192.9.11,1
152.81.25.29,1
166.135.187.218,1
32.179.185.233,1
249.14.160.109,1
247.59.84.122,1
130.194.222.125,1
241.128.75.217,1
152.117.106.209,1
202.182.176.127,1
252.255.127.237,1
49.167.206.26,1
23.112.144.135,1
164.115.141.77,1
49.7.37.172,1
96.87.243.249,1
75.47.107.216,1
155.54.54.6,1
118.81.4.190,1
39.115.95.70,1
140.74.142.66,1
203.157.160.136,1
217.89.28.131,1
201.62.8.180,1
64.244.23.53,1
129.101.133.154,1
156.23.0.104,1
72.35.243.156,1
191.131.90.242,1
227.212.34.96,1
106.140.227.247,1
79.62.87.216,1
29.181.175.202,1
82.193.79.138,1
73.138.197.108,1
112.176.178.90,1
190.62.195.110,1
141.255.115.119,1
238.228.137.65,1
43.46.241.56,1
142.145.38.197,1
193.111.155.132,1
214.162.77.62,1
137.41.150.14,1
180.17.84.243,1
93.77.27.97,1
39.194.8.52,1
169.101.65.125,1
251.142.126.224,1
210.43.57.15,1
56.213.250.11,1
128.234.45.59,1
128.226.203.128,1
184.25.97.44,1
221.112.231.173,1
162.140.254.225,1
234.75.62.75,1
50.138.187.206,1
225.98.220.185,1
37.246.221.51,1
133.161.7.52,1
231.120.79.210,1
164.61.124.58,1
185.173.178.51,1
146.174.244.118,1
21.83.29.171,1
184.121.62.78,1
70.0.158.133,1
11.159.181.12,1
124.251.200.236,1
60.205.218.178,1
103.78.208.232,1
251.65.185.189,1
45.39.1.33,1
57.218.185.204,1
230.213.123.41,1
136.174.123.71,1
28.83.41.60,1
214.75.157.73,1
170.27.97.115,1
175.189.39.218,1
164.113.120.11,1
75.118.87.137,1
14.137.8.105,1
76.214.18.63,1
31.134.176.67,1
137.147.92.207,1
205.75.135.19,1
198.25.147.65,1
221.89.136.162,1
65.75.185.234,1
56.147.174.139,1
34.78.237.123,1
191.66.183.114,1
68.72.174.64,1
174.62.189.88,1
120.158.231.37,1
137.88.53.19,1
47.157.110.125,1
115.108.102.3,1
189.154.193.169,1
220.64.241.95,1
38.241.70.95,1
164.95.120.239,1
196.71.44.166,1
25.170.20.171,1
